Software / Hosting Transactions,,,,,,,,,
ULearn Limited,,,,,,,,,
For the period 1 January 2017 to 31 December 2024,,,,,,,,,
,,,,,,,,,
Date,Source,Description,Reference,Currency,Debit (Source),Credit (Source),Debit (EUR),Credit (EUR),Running Balance (EUR)
,,,,,,,,,
Software / Hosting,,,,,,,,,
31 Jul 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"8,101.66"
01 Aug 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.51,0.00,0.51,0.00,"8,102.17"
01 Aug 2017,Spend Money,ToutApp - ToutApp Email Software,P3007US 30.00@1.16686,EUR,25.71,0.00,25.71,0.00,"8,127.88"
01 Aug 2017,Payable Invoice,"THE BING SOFTWARE - 3,00 Users Thebing Plus - School - Gold Package 76,67 € 207,00 €
# Core module
# Class scheduling
# Accommodation matching
# Online registration form
# Insurance
# Pay your providers and contracts
# Extensive CRM
# Attendance and Transcripts
# Mobile Student App
# Extended accounting
# Quotation module
# Report generator
# Complaints
# Support
# Hosting
# Period: 01.07.2017 until 31.07.2017
11,00 hours Individual report 90,00 € 360,00 €
# A new report was implemented based on customer request
(Student weeks
 and revenues based on payments)
# Service time: July 2017
",2707,EUR,674.73,0.00,674.73,0.00,"8,802.61"
01 Aug 2017,Spend Money,GoDaddy - Ulearn ,,EUR,8.70,0.00,8.70,0.00,"8,811.31"
03 Aug 2017,Spend Money,MAILCHIMP - MailChimp Email Marketing,POS01AUG MAILCHIMP,EUR,129.25,0.00,129.25,0.00,"8,940.56"
04 Aug 2017,Spend Money,Google - Google Apps Bus,POS02AUG GOOGLE *SVCS,EUR,88.56,0.00,88.56,0.00,"9,029.12"
08 Aug 2017,Spend Money,CARD - Github - Github Repos,P0308US  7.00@1.18243,EUR,5.92,0.00,5.92,0.00,"9,035.04"
08 Aug 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD        7,EUR,0.12,0.00,0.12,0.00,"9,035.16"
09 Aug 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       19,EUR,0.34,0.00,0.34,0.00,"9,035.50"
09 Aug 2017,Spend Money,CARD - Cazoomi - Sync Apps Recurring Subscription,P0608US 19.98@1.17253,EUR,17.04,0.00,17.04,0.00,"9,052.54"
10 Aug 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"9,052.72"
15 Aug 2017,Spend Money,"GoDaddy.com, LLC - Hosting ",,EUR,5.38,0.00,5.38,0.00,"9,058.10"
15 Aug 2017,Spend Money,"GoDaddy.com, LLC - Hosting ",,EUR,65.40,0.00,65.40,0.00,"9,123.50"
16 Aug 2017,Spend Money,"GoDaddy.com, LLC - Hosting ",,EUR,16.37,0.00,16.37,0.00,"9,139.87"
18 Aug 2017,Spend Money,Micron Europe Ltd - Upgrade for a Dell Inspiron 3252 System 8GB,604694239,EUR,75.24,0.00,75.24,0.00,"9,215.11"
21 Aug 2017,Spend Money,Blacknight - Ulearn-hosting,,EUR,6.09,0.00,6.09,0.00,"9,221.20"
22 Aug 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       14,EUR,0.24,0.00,0.24,0.00,"9,221.44"
22 Aug 2017,Spend Money,Zopim - Zopim Chat Module,P2008US 14.00@1.17056,EUR,11.96,0.00,11.96,0.00,"9,233.40"
24 Aug 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       10,EUR,0.17,0.00,0.17,0.00,"9,233.57"
24 Aug 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.51,0.00,0.51,0.00,"9,234.08"
24 Aug 2017,Spend Money,SOFTWARE - Software / Hosting,POS22AUG ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"9,264.82"
24 Aug 2017,Spend Money,Buffer - Buffer,P2208US 10.00@1.17508,EUR,8.51,0.00,8.51,0.00,"9,273.33"
24 Aug 2017,Spend Money,CARD - Xero Subscription - Xero subscription Aug 2017,P2308US 30.00@1.17462,EUR,25.54,0.00,25.54,0.00,"9,298.87"
29 Aug 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       49,EUR,0.83,0.00,0.83,0.00,"9,299.70"
29 Aug 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.17,0.00,0.17,0.00,"9,299.87"
29 Aug 2017,Spend Money,CARD - HighRise - HighRise CRM Software,P2708US 49.00@1.17731,EUR,41.62,0.00,41.62,0.00,"9,341.49"
30 Aug 2017,Spend Money,"GoDaddy.com, LLC - Hosting ",,EUR,8.53,0.00,8.53,0.00,"9,350.02"
01 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.51,0.00,0.51,0.00,"9,350.53"
01 Sept 2017,Spend Money,ToutApp - ToutApp Email Software,P3008US 30.00@1.18811,EUR,25.25,0.00,25.25,0.00,"9,375.78"
04 Sept 2017,Spend Money,CARD - Facebook - Ulearn ,,EUR,8.23,0.00,8.23,0.00,"9,384.01"
04 Sept 2017,Spend Money,"PAYPAL *GOOGLEADDON - Email Address Extractor (Users: Single User, Support: Email)  ",,EUR,25.24,0.00,25.24,0.00,"9,409.25"
04 Sept 2017,Payable Invoice,THE BING SOFTWARE - Ulearn - Gold Package,2769,EUR,249.33,0.00,249.33,0.00,"9,658.58"
05 Sept 2017,Spend Money,Google - Google Apps Bus,POS01SEP GOOGLE *SVCS,EUR,88.56,0.00,88.56,0.00,"9,747.14"
05 Sept 2017,Spend Money,"GoDaddy.com, LLC - Hosting ",,EUR,13.92,0.00,13.92,0.00,"9,761.06"
05 Sept 2017,Spend Money,CARD - Github - Github Repos,P0309US  7.00@1.18443,EUR,5.91,0.00,5.91,0.00,"9,766.97"
05 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD        7,EUR,0.12,0.00,0.12,0.00,"9,767.09"
08 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       19,EUR,0.34,0.00,0.34,0.00,"9,767.43"
08 Sept 2017,Spend Money,CARD - Cazoomi - Sync Apps Recurring Subscription,P0609US 19.98@1.18999,EUR,16.79,0.00,16.79,0.00,"9,784.22"
12 Sept 2017,Payable Invoice,"THE BING SOFTWARE - Order Ref: OR-03A7D9. Job Ref: PP-02D72C Pick and Pack Job. Created on 26-06-17. Created by Ciaran McMahon. Order contains 1 parcels.
A full breakdown of this order is available online. £25.00
",2777,EUR,282.63,0.00,282.63,0.00,"10,066.85"
12 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"10,067.03"
15 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD      367,EUR,6.19,0.00,6.19,0.00,"10,073.22"
19 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.17,0.00,0.17,0.00,"10,073.39"
19 Sept 2017,Spend Money,Blacknight - Ulearn-hosting,,EUR,6.09,0.00,6.09,0.00,"10,079.48"
22 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.51,0.00,0.51,0.00,"10,079.99"
22 Sept 2017,Spend Money,Ticketsolve - Ulearn software ,,EUR,160.00,0.00,160.00,0.00,"10,239.99"
22 Sept 2017,Spend Money,CARD - Xero Subscription - ToutApp Email Software,P2109US 30.00@1.18623,EUR,25.29,0.00,25.29,0.00,"10,265.28"
25 Sept 2017,Spend Money,Zopim - Zopim Chat Module,P2009US 14.00@1.18644,EUR,11.80,0.00,11.80,0.00,"10,277.08"
25 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       14,EUR,0.24,0.00,0.24,0.00,"10,277.32"
26 Sept 2017,Spend Money,SOFTWARE - Software / Hosting,POS22SEP ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"10,308.06"
26 Sept 2017,Spend Money,Buffer - Buffer,P2209US 10.00@1.19331,EUR,8.38,0.00,8.38,0.00,"10,316.44"
26 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       10,EUR,0.17,0.00,0.17,0.00,"10,316.61"
27 Sept 2017,Spend Money,Blacknight - Ulearn - hosting,,EUR,30.74,0.00,30.74,0.00,"10,347.35"
29 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       49,EUR,0.84,0.00,0.84,0.00,"10,348.19"
29 Sept 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"10,348.37"
29 Sept 2017,Spend Money,CARD - HighRise - HighRise CRM Software,P2709US 49.00@1.17168,EUR,41.82,0.00,41.82,0.00,"10,390.19"
02 Oct 2017,Spend Money,"GoDaddy.com, LLC - Ulearn-hosting",,EUR,8.66,0.00,8.66,0.00,"10,398.85"
02 Oct 2017,Payable Invoice,"THE BING SOFTWARE - Thebing Plus - School - Gold Package 76,67 € 10,00 % 207,00 €
# Core module
# Class scheduling
# Accommodation matching
# Online registration form
# Insurance
# Pay your providers and contracts
# Extensive CRM
# Attendance and Transcripts
# Mobile Student App
# Extended accounting
# Quotation module
# Report generator
# Complaints
# Support
# Hosting
# Period: 01.09.2017 until 30.09.2017",2834,EUR,243.33,0.00,243.33,0.00,"10,642.18"
03 Oct 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.51,0.00,0.51,0.00,"10,642.69"
03 Oct 2017,Spend Money,CARD - Facebook - Ulearn,,EUR,491.83,0.00,491.83,0.00,"11,134.52"
03 Oct 2017,Spend Money,ToutApp - ToutApp Email Software,P3009US 30.00@1.17739,EUR,25.48,0.00,25.48,0.00,"11,160.00"
04 Oct 2017,Spend Money,Google - Google Apps Bus,POS02OCT GOOGLE *SVCS,EUR,88.56,0.00,88.56,0.00,"11,248.56"
05 Oct 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD        7,EUR,0.12,0.00,0.12,0.00,"11,248.68"
05 Oct 2017,Spend Money,CARD - Github - Github Repos,P0310US  7.00@1.16861,EUR,5.99,0.00,5.99,0.00,"11,254.67"
10 Oct 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"11,254.85"
10 Oct 2017,Spend Money,CARD - Cazoomi - Sync Apps Recurring Subscription,P0610US 19.98@1.16705,EUR,17.12,0.00,17.12,0.00,"11,271.97"
10 Oct 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       19,EUR,0.34,0.00,0.34,0.00,"11,272.31"
16 Oct 2017,Spend Money,"GoDaddy.com, LLC - Ulearn - Hosting ",POS12OCT PAYPAL *GODA,EUR,21.07,0.00,21.07,0.00,"11,293.38"
17 Oct 2017,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,39.93,0.00,39.93,0.00,"11,333.31"
17 Oct 2017,Spend Money,IT Subscriptions - IT Subscription,,EUR,59.40,0.00,59.40,0.00,"11,392.71"
17 Oct 2017,Spend Money,IT Subscriptions - IT Subscription,,EUR,87.68,0.00,87.68,0.00,"11,480.39"
17 Oct 2017,Spend Money,IT Subscriptions - IT Subscription,,EUR,88.10,0.00,88.10,0.00,"11,568.49"
19 Oct 2017,Payable Invoice,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Sep 2017 to 16 Oct 2017",IN-779081,EUR,25.58,0.00,25.58,0.00,"11,594.07"
20 Oct 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.51,0.00,0.51,0.00,"11,594.58"
24 Oct 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       10,EUR,0.17,0.00,0.17,0.00,"11,594.75"
24 Oct 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       14,EUR,0.24,0.00,0.24,0.00,"11,594.99"
24 Oct 2017,Spend Money,Buffer - Buffer,P2210US 10.00@1.17647,EUR,8.50,0.00,8.50,0.00,"11,603.49"
24 Oct 2017,Spend Money,SOFTWARE - Misc Software / Hosting (+FX),,EUR,0.01,0.00,0.01,0.00,"11,603.50"
24 Oct 2017,Spend Money,Zopim - Zopim Chat Module,P2010US 14.00@1.17647,EUR,11.90,0.00,11.90,0.00,"11,615.40"
24 Oct 2017,Spend Money,IT Subscriptions - IT Subscription,,EUR,0.49,0.00,0.49,0.00,"11,615.89"
25 Oct 2017,Spend Money,SOFTWARE - Software / Hosting,POS23OCT ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"11,646.63"
26 Oct 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"11,646.81"
01 Nov 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.52,0.00,0.52,0.00,"11,647.33"
01 Nov 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"11,647.51"
01 Nov 2017,Spend Money,"GoDaddy.com, LLC - Ulearn ",OS28OCT PAYPAL *GODA,EUR,8.79,0.00,8.79,0.00,"11,656.30"
01 Nov 2017,Spend Money,CARD - HighRise - HighRise CRM Software,P3010US 49.00@1.15921,EUR,42.27,0.00,42.27,0.00,"11,698.57"
01 Nov 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       49,EUR,0.85,0.00,0.85,0.00,"11,699.42"
01 Nov 2017,Spend Money,ToutApp - ToutApp Email Software,P3010US 30.00@1.15919,EUR,25.88,0.00,25.88,0.00,"11,725.30"
02 Nov 2017,Spend Money,CARD - Facebook - Ulearn ,,EUR,362.36,0.00,362.36,0.00,"12,087.66"
02 Nov 2017,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,19.84,0.00,19.84,0.00,"12,107.50"
06 Nov 2017,Spend Money,Google - Google Apps Bus,POS02NOV GOOGLE *SVCS,EUR,88.56,0.00,88.56,0.00,"12,196.06"
07 Nov 2017,Payable Invoice,"Fidelo Software - 3,00 Users Thebing Plus - School - Gold Package 76,67 € 10,00 % 207,00 €
# Core module
# Class scheduling
# Accommodation matching
# Online registration form
# Insurance
# Pay your providers and contracts
# Extensive CRM
# Attendance and Transcripts
# Mobile Student App
# Extended accounting
# Quotation module
# Report generator
# Complaints
# Support
# Hosting
# Period: 01.10.2017 until 31.10.2017",2899-2908,EUR,246.33,0.00,246.33,0.00,"12,442.39"
07 Nov 2017,Payable Invoice,"Fidelo Software - 0,50 one-off Thebing Student Mobile App 950,00 € 50,00 % 237,50 €
# Implementation and release of Mobile
Student App for IOS and Android
# 50% Discount
# 50% Final amount",2899-2908,EUR,282.63,0.00,282.63,0.00,"12,725.02"
07 Nov 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD        7,EUR,0.12,0.00,0.12,0.00,"12,725.14"
07 Nov 2017,Spend Money,CARD - Github - Github Repos,P0311US  7.00@1.15894,EUR,6.04,0.00,6.04,0.00,"12,731.18"
08 Nov 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       19,EUR,0.35,0.00,0.35,0.00,"12,731.53"
08 Nov 2017,Spend Money,CARD - Cazoomi - Sync Apps Recurring Subscription,P0611US 19.98@1.15758,EUR,17.26,0.00,17.26,0.00,"12,748.79"
17 Nov 2017,Payable Invoice,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Oct 2017 to 16 Nov 2017. ",IN-807660,EUR,25.61,0.00,25.61,0.00,"12,774.40"
20 Nov 2017,Spend Money,MAILCHIMP - MailChimp Email Marketing,POS16NOV MAILCHIMP,EUR,214.29,0.00,214.29,0.00,"12,988.69"
21 Nov 2017,Spend Money,CARD - Google - Ulearn,POS18NOV GOOGLE*ADWS1,EUR,500.00,0.00,500.00,0.00,"13,488.69"
21 Nov 2017,Spend Money,CARD - Google - Ulearn ,POS17NOV PAYPAL *GOOG,EUR,2.99,0.00,2.99,0.00,"13,491.68"
21 Nov 2017,Spend Money,IT Subscriptions - IT Subscription,,EUR,83.53,0.00,83.53,0.00,"13,575.21"
23 Nov 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.51,0.00,0.51,0.00,"13,575.72"
24 Nov 2017,Spend Money,SOFTWARE - Software / Hosting,POS22NOV ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"13,606.46"
24 Nov 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       14,EUR,0.24,0.00,0.24,0.00,"13,606.70"
24 Nov 2017,Spend Money,Zopim - Zopim Chat Module,P2111US 14.00@1.17351,EUR,11.93,0.00,11.93,0.00,"13,618.63"
28 Nov 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       48,EUR,0.81,0.00,0.81,0.00,"13,619.44"
28 Nov 2017,Spend Money,IT Subscriptions - IT Subscription,,EUR,40.55,0.00,40.55,0.00,"13,659.99"
29 Nov 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"13,660.17"
30 Nov 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       49,EUR,0.83,0.00,0.83,0.00,"13,661.00"
30 Nov 2017,Spend Money,CARD - HighRise - HighRise CRM Software,P2811US 49.00@1.18271,EUR,41.43,0.00,41.43,0.00,"13,702.43"
30 Nov 2017,Spend Money,"GoDaddy.com, LLC - Ulearn ",,EUR,8.54,0.00,8.54,0.00,"13,710.97"
04 Dec 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.51,0.00,0.51,0.00,"13,711.48"
04 Dec 2017,Spend Money,ToutApp - ToutApp Email Software,P3011US 30.00@1.18063,EUR,25.41,0.00,25.41,0.00,"13,736.89"
05 Dec 2017,Spend Money,CARD - Github - Github Repos,P0312US  7.00@1.18443,EUR,5.91,0.00,5.91,0.00,"13,742.80"
05 Dec 2017,Spend Money,Google - Google Apps Bus,POS02DEC GOOGLE *SVCS,EUR,88.56,0.00,88.56,0.00,"13,831.36"
05 Dec 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD        7,EUR,0.12,0.00,0.12,0.00,"13,831.48"
05 Dec 2017,Payable Invoice,"Fidelo Software - 4,00 Users Thebing Plus - School - Gold Package 75,00 € 10,00 % 270,00 €
# Core module
# Class scheduling
# Accommodation matching
# Online registration form
# Insurance
# Pay your providers and contracts
# Extensive CRM
# Attendance and Transcripts
# Mobile Student App
# Extended accounting
# Quotation module
# Report generator
# Complaints
# Support
# Hosting
# Period: 01.11.2017 until 30.11.2017",2966,EUR,270.00,0.00,270.00,0.00,"14,101.48"
06 Dec 2017,Spend Money,CARD - Google - Ulearn ,,EUR,3.99,0.00,3.99,0.00,"14,105.47"
06 Dec 2017,Spend Money,CARD - Google - Ulearn ,POS03DEC PAYPAL *GOOG,EUR,3.99,0.00,3.99,0.00,"14,109.46"
08 Dec 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       19,EUR,0.34,0.00,0.34,0.00,"14,109.80"
08 Dec 2017,Spend Money,CARD - Cazoomi - Sync Apps Recurring Subscription,P0612US 19.98@1.17806,EUR,16.96,0.00,16.96,0.00,"14,126.76"
17 Dec 2017,Spend Money,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Nov 2017 to 16 Dec 2017. ",IN-836956,EUR,25.54,0.00,25.54,0.00,"14,152.30"
19 Dec 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.51,0.00,0.51,0.00,"14,152.81"
19 Dec 2017,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,13.53,0.00,13.53,0.00,"14,166.34"
28 Dec 2017,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       14,EUR,0.24,0.00,0.24,0.00,"14,166.58"
28 Dec 2017,Spend Money,Zopim - Zopim Chat Module,P2012US 14.00@1.18443,EUR,11.82,0.00,11.82,0.00,"14,178.40"
29 Dec 2017,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"14,178.58"
29 Dec 2017,Spend Money,SOFTWARE - Software / Hosting,POS22DEC ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"14,209.32"
29 Dec 2017,Spend Money,CARD - Google - Ulearn,,EUR,5.49,0.00,5.49,0.00,"14,214.81"
02 Jan 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       49,EUR,0.82,0.00,0.82,0.00,"14,215.63"
02 Jan 2018,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,10.66,0.00,10.66,0.00,"14,226.29"
02 Jan 2018,Spend Money,CARD - HighRise - HighRise CRM Software,P2812US 49.00@1.18874,EUR,41.22,0.00,41.22,0.00,"14,267.51"
03 Jan 2018,Payable Invoice,"Fidelo Software - Thebing Plus - School - Gold Package 75,00 € 10,00 % 270,00 €
# Core module
# Class scheduling
# Accommodation matching
# Online registration form
# Insurance
# Pay your providers and contracts
# Extensive CRM
# Attendance and Transcripts
# Mobile Student App
# Extended accounting
# Quotation module
# Report generator
# Complaints
# Support
# Hosting
# Period: 01.12.2017 until 31.12.2017",3031,EUR,321.30,0.00,321.30,0.00,"14,588.81"
03 Jan 2018,Spend Money,CARD - Google - Google Apps Bus,POS01JAN GOOGLE *SVCS,EUR,88.56,0.00,88.56,0.00,"14,677.37"
03 Jan 2018,Spend Money,ToutApp - ToutApp Email Software,P3012US 30.00@1.19379,EUR,25.13,0.00,25.13,0.00,"14,702.50"
03 Jan 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.50,0.00,0.50,0.00,"14,703.00"
05 Jan 2018,Spend Money,CARD - Github - Github Repos,P0301US  7.00@1.20068,EUR,5.83,0.00,5.83,0.00,"14,708.83"
05 Jan 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD        7,EUR,0.12,0.00,0.12,0.00,"14,708.95"
09 Jan 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       19,EUR,0.33,0.00,0.33,0.00,"14,709.28"
09 Jan 2018,Spend Money,CARD - Cazoomi - Sync Apps Recurring Subscription,P0601US 19.98@1.20216,EUR,16.62,0.00,16.62,0.00,"14,725.90"
11 Jan 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       49,EUR,0.84,0.00,0.84,0.00,"14,726.74"
11 Jan 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       49,EUR,0.84,0.00,0.84,0.00,"14,727.58"
16 Jan 2018,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,100.60,0.00,100.60,0.00,"14,828.18"
19 Jan 2018,Spend Money,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Dec 2017 to 16 Jan 2018.",IN-867008,EUR,24.64,0.00,24.64,0.00,"14,852.82"
19 Jan 2018,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,13.06,0.00,13.06,0.00,"14,865.88"
19 Jan 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.49,0.00,0.49,0.00,"14,866.37"
23 Jan 2018,Spend Money,CARD - Zopim - Zopim Chat Module,P2001US 14.00@1.22057,EUR,11.47,0.00,11.47,0.00,"14,877.84"
23 Jan 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       14,EUR,0.23,0.00,0.23,0.00,"14,878.07"
24 Jan 2018,Spend Money,SOFTWARE - Software / Hosting,POS22JAN ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"14,908.81"
30 Jan 2018,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"14,908.99"
30 Jan 2018,Spend Money,"GoDaddy.com, LLC - Hosting",,EUR,10.24,0.00,10.24,0.00,"14,919.23"
30 Jan 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       49,EUR,0.79,0.00,0.79,0.00,"14,920.02"
30 Jan 2018,Spend Money,CARD - HighRise - HighRise CRM Software,P2801US 49.00@1.23706,EUR,39.61,0.00,39.61,0.00,"14,959.63"
01 Feb 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.49,0.00,0.49,0.00,"14,960.12"
01 Feb 2018,Spend Money,ToutApp - ToutApp Email Software,P3001US 30.00@1.23355,EUR,24.32,0.00,24.32,0.00,"14,984.44"
05 Feb 2018,Spend Money,CARD - Google - Google Apps Bus,POS01FEB GOOGLE *SVCS,EUR,88.56,0.00,88.56,0.00,"15,073.00"
06 Feb 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD        7,EUR,0.11,0.00,0.11,0.00,"15,073.11"
06 Feb 2018,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,99.20,0.00,99.20,0.00,"15,172.31"
06 Feb 2018,Spend Money,CARD - Github - Github Repos,P0302US  7.00@1.24113,EUR,5.64,0.00,5.64,0.00,"15,177.95"
06 Feb 2018,Payable Invoice,"Fidelo Software - 4,00 Users Thebing Plus - School - Gold Package 75,00 € 10,00 % 270,00 €
# Core module
# Class scheduling
# Accommodation matching
# Online registration form
# Insurance
# Pay your providers and contracts
# Extensive CRM
# Attendance and Transcripts
# Mobile Student App
# Extended accounting
# Quotation module
# Report generator
# Complaints
# Support
# Hosting
# Period: 01.01.2018 until 31.01.2018
",20041220-3094,EUR,321.30,0.00,321.30,0.00,"15,499.25"
08 Feb 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       19,EUR,0.32,0.00,0.32,0.00,"15,499.57"
08 Feb 2018,Spend Money,CARD - Cazoomi - Sync Apps Recurring Subscription,P0602US 19.98@1.23105,EUR,16.23,0.00,16.23,0.00,"15,515.80"
20 Feb 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.48,0.00,0.48,0.00,"15,516.28"
20 Feb 2018,Spend Money,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Jan 2018 to 16 Feb 2018.",IN-897978,EUR,24.21,0.00,24.21,0.00,"15,540.49"
20 Feb 2018,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,101.71,0.00,101.71,0.00,"15,642.20"
23 Feb 2018,Spend Money,CARD - Zopim - Zopim Chat Module,P2002US 14.00@1.22807,EUR,11.40,0.00,11.40,0.00,"15,653.60"
23 Feb 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       14,EUR,0.23,0.00,0.23,0.00,"15,653.83"
27 Feb 2018,Spend Money,SOFTWARE - Software / Hosting,POS23FEB ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"15,684.57"
27 Feb 2018,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,198.40,0.00,198.40,0.00,"15,882.97"
28 Feb 2018,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,24.85,0.00,24.85,0.00,"15,907.82"
01 Mar 2018,Spend Money,SOFTWARE - Misc Software / Hosting,,EUR,0.18,0.00,0.18,0.00,"15,908.00"
01 Mar 2018,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,35.95,0.00,35.95,0.00,"15,943.95"
02 Mar 2018,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,10.42,0.00,10.42,0.00,"15,954.37"
02 Mar 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       30,EUR,0.49,0.00,0.49,0.00,"15,954.86"
02 Mar 2018,Spend Money,SOFTWARE - Misc Software / Hosting,POS CHG USD       49,EUR,0.80,0.00,0.80,0.00,"15,955.66"
